qname,A_pos,A_strand,B_pos,B_strand,A_AS,A_XS,A_score_gap,A_MAPQ,A_MAPQ_clean,A_NM,A_candidate_count,A_rank,expected_B_center,target_z,target_width,bowtie_fixed_width,TLEN_for_evaluation_only,primary
r1496,19312,+,19505,-,-6,,,255,,2,1,1,19493.0,12.0,24.0,500,262,True
r1497,14150,+,14335,-,-1,,,255,,1,1,1,14298.0,37.0,74.0,500,287,True
r1498,40210,-,40117,+,-5,,,255,,1,1,1,40044.0,73.0,146.0,500,-177,True
r1499,7582,-,7458,+,-2,,,255,,2,1,1,7408.0,50.0,100.0,500,-200,True
r1500,28674,+,28812,-,-9,,,255,,4,1,1,28834.0,22.0,44.0,500,228,True
r1501,35750,-,35750,+,-12,,,255,,4,1,1,35895.0,145.0,290.0,500,-251,True
r1502,8215,+,8215,-,-2,,,255,,1,1,1,8252.0,37.0,74.0,500,213,True
r1503,24281,+,24281,-,0,,,255,,0,1,1,24313.0,32.0,64.0,500,218,True
r1504,35698,-,35577,+,-2,,,255,,2,1,1,35595.0,18.0,36.0,500,-268,True
r1505,3819,+,3868,-,0,,,255,,0,1,1,3917.0,49.0,98.0,500,201,True
r1506,12798,-,12757,+,-8,,,255,,2,1,1,12728.0,29.0,58.0,500,-221,True
r1507,30748,-,30748,+,-6,,,255,,2,1,1,30877.0,129.0,258.0,500,-182,True
r1508,19073,-,18981,+,-12,,,255,,4,1,1,18968.0,13.0,26.0,500,-237,True
r1509,20092,-,19912,+,0,,,255,,0,1,1,19885.0,27.0,54.0,500,-223,True
r1510,40504,-,40427,+,-3,,,255,,3,1,1,40414.0,13.0,26.0,500,-237,True
r1511,40190,-,39967,+,-10,,,255,,7,1,1,39987.0,20.0,40.0,500,-270,True
r1512,30688,-,30547,+,0,,,255,,0,1,1,30586.0,39.0,78.0,500,-289,True
r1513,29666,-,29468,+,-1,,,255,,1,1,1,29521.0,53.0,106.0,500,-303,True
r1514,29066,+,29211,-,-12,,,255,,7,1,1,29243.0,32.0,64.0,500,218,True
r1515,15944,-,15779,+,-9,,,255,,7,1,1,15846.0,67.0,134.0,500,-317,True
r1516,31229,-,31229,+,-1,,,255,,1,1,1,31423.0,194.0,388.0,500,-187,True
r1517,8022,+,8022,-,-2,,,255,,1,1,1,8077.0,55.0,110.0,500,195,True
r1518,45237,+,45378,-,-1,,,255,,1,1,1,45374.0,4.0,8.0,500,254,True
r1519,44795,+,44890,-,0,,,255,,0,1,1,44826.0,64.0,128.0,500,314,True
r1520,29417,-,29233,+,-2,,,255,,2,1,1,29237.0,4.0,8.0,500,-254,True
r1521,17912,+,18142,-,-4,,,255,,2,1,1,18110.0,32.0,64.0,500,282,True
r1522,16047,+,16302,-,-5,,,255,,3,1,1,16256.0,46.0,92.0,500,296,True
r1523,12643,+,12821,-,-10,,,255,,2,1,1,12794.0,27.0,54.0,500,277,True
r1524,28618,-,28377,+,0,,,255,,0,1,1,28421.0,44.0,88.0,500,-294,True
r1525,10918,+,11164,-,-2,,,255,,2,1,1,11121.0,43.0,86.0,500,293,True
r1527,47592,-,47592,+,-9,,,255,,2,1,1,47773.0,181.0,362.0,500,-233,True
r1528,36297,+,36494,-,-1,,,255,,1,1,1,36506.0,12.0,24.0,500,238,True
r1529,47047,-,46931,+,-3,,,255,,2,1,1,46922.0,9.0,18.0,500,-241,True
r1530,29206,+,29206,-,0,,,255,,0,1,1,29230.0,24.0,48.0,500,226,True
r1531,26827,+,27017,-,-5,,,255,,5,1,1,26968.0,49.0,98.0,500,299,True
r1532,15422,+,15523,-,-12,,,255,,9,1,1,15556.0,33.0,66.0,500,217,True
r1533,4002,+,4156,-,-3,,,255,,3,1,1,4128.0,28.0,56.0,500,278,True
r1534,29015,-,28841,+,0,,,255,,0,1,1,28905.0,64.0,128.0,500,-314,True
r1535,7202,+,7437,-,0,,,255,,0,1,1,7401.0,36.0,72.0,500,286,True
r1536,10157,-,9964,+,-14,,,255,,12,1,1,10003.0,39.0,78.0,500,-289,True
r1537,33303,+,33511,-,-4,,,255,,3,1,1,33497.0,14.0,28.0,500,264,True
r1538,39163,-,39081,+,-1,,,255,,1,1,1,39018.0,63.0,126.0,500,-187,True
r1539,35849,-,35709,+,0,,,255,,0,1,1,35726.0,17.0,34.0,500,-267,True
r1540,47388,-,47297,+,-7,,,255,,3,1,1,47275.0,22.0,44.0,500,-228,True
r1541,11147,+,11389,-,-1,,,255,,1,1,1,11333.0,56.0,112.0,500,306,True
r1542,1589,-,1589,+,-7,,,255,,4,1,1,1622.0,33.0,66.0,500,-257,True
r1544,19602,-,19421,+,0,,,255,,0,1,1,19408.0,13.0,26.0,500,-237,True
r1545,10671,-,10671,+,-4,,,255,,2,1,1,10872.0,201.0,402.0,500,-255,True
r1546,41657,+,41657,-,-17,,,255,,5,1,1,41683.0,26.0,52.0,500,224,True
r1547,12954,-,12768,+,-4,,,255,,1,1,1,12792.0,24.0,48.0,500,-274,True
r1548,17504,+,17669,-,-10,,,255,,3,1,1,17699.0,30.0,60.0,500,220,True
r1549,28163,+,28324,-,-1,,,255,,1,1,1,28314.0,10.0,20.0,500,260,True
r1550,21490,-,21490,+,-21,,,255,,9,1,1,21649.0,159.0,318.0,500,-226,True
r1551,10508,+,10743,-,-1,,,255,,1,1,1,10713.0,30.0,60.0,500,280,True
r1552,14194,+,14266,-,-1,,,255,,1,1,1,14269.0,3.0,6.0,500,247,True
r1554,41324,-,41060,+,-2,,,255,,1,1,1,41130.0,70.0,140.0,500,-320,True
r1556,34694,+,34882,-,-5,,,255,,3,1,1,34870.0,12.0,24.0,500,262,True
r1557,47812,-,47702,+,-1,,,255,,1,1,1,47757.0,55.0,110.0,500,-305,True
r1558,36571,-,36473,+,-5,,,255,,5,1,1,36450.0,23.0,46.0,500,-227,True
r1559,32246,-,32009,+,-1,,,255,,1,1,1,32058.0,49.0,98.0,500,-299,True
r1560,46912,-,46766,+,-5,,,255,,2,1,1,46822.0,56.0,112.0,500,-306,True
r1561,33722,+,33850,-,-3,,,255,,3,1,1,33896.0,46.0,92.0,500,204,True
r1562,13381,-,13179,+,-3,,,255,,1,1,1,13180.0,1.0,2.0,500,-251,True
r1563,40946,-,40736,+,-4,,,255,,1,1,1,40757.0,21.0,42.0,500,-271,True
r1564,14628,-,14440,+,-1,,,255,,1,1,1,14446.0,6.0,12.0,500,-256,True
r1565,17334,-,17301,+,-2,,,255,,2,1,1,17234.0,67.0,134.0,500,-183,True
r1566,14851,-,14616,+,-5,,,255,,1,1,1,14653.0,37.0,74.0,500,-287,True
r1567,12752,+,12826,-,-1,,,255,,1,1,1,12822.0,4.0,8.0,500,254,True
r1568,7691,-,7590,+,0,,,255,,0,1,1,7503.0,87.0,174.0,500,-163,True
r1569,40012,-,40010,+,-1,,,255,,1,1,1,39934.0,76.0,152.0,500,-174,True
r1570,44359,-,44182,+,-1,,,255,,1,1,1,44179.0,3.0,6.0,500,-247,True
r1571,8404,-,8296,+,-1,,,255,,1,1,1,8227.0,69.0,138.0,500,-181,True
r1572,8690,-,8483,+,-3,,,255,,2,1,1,8508.0,25.0,50.0,500,-275,True
r1573,46738,-,46738,+,-5,,,255,,1,1,1,46926.0,188.0,376.0,500,-179,True
r1574,39233,+,39391,-,-4,,,255,,3,1,1,39405.0,14.0,28.0,500,236,True
r1575,47260,-,47240,+,-3,,,255,,3,1,1,47265.0,25.0,50.0,500,-275,True
r1576,21735,-,21735,+,-11,,,255,,4,1,1,21845.0,110.0,220.0,500,-193,True
r1577,33346,-,33159,+,-4,,,255,,1,1,1,33172.0,13.0,26.0,500,-263,True
r1578,31182,+,31403,-,-1,,,255,,1,1,1,31335.0,68.0,136.0,500,318,True
r1579,31383,+,31574,-,-2,,,255,,2,1,1,31561.0,13.0,26.0,500,263,True
r1580,22641,+,22794,-,-9,,,255,,3,1,1,22822.0,28.0,56.0,500,222,True
r1581,19782,-,19730,+,0,,,255,,0,1,1,19711.0,19.0,38.0,500,-231,True
r1582,29850,-,29788,+,-5,,,255,,3,1,1,29844.0,56.0,112.0,500,-306,True
r1583,29917,+,30085,-,-1,,,255,,1,1,1,30011.0,74.0,148.0,500,324,True
r1584,43380,-,43271,+,-3,,,255,,3,1,1,43281.0,10.0,20.0,500,-260,True
r1586,31343,-,31343,+,-18,,,255,,14,1,1,31395.0,52.0,104.0,500,-198,True
r1587,22034,+,22151,-,-4,,,255,,2,1,1,22150.0,1.0,2.0,500,251,True
r1588,17106,-,16908,+,-5,,,255,,1,1,1,16926.0,18.0,36.0,500,-268,True
r1589,15430,-,15284,+,0,,,255,,0,1,1,15240.0,44.0,88.0,500,-206,True
r1592,24664,+,24829,-,-12,,,255,,4,1,1,24843.0,14.0,28.0,500,236,True
r1593,25901,-,25775,+,-11,,,255,,3,1,1,25748.0,27.0,54.0,500,-223,True
r1594,33685,-,33524,+,-1,,,255,,1,1,1,33505.0,19.0,38.0,500,-231,True
r1595,29229,-,29229,+,-2,,,255,,2,1,1,29413.0,184.0,368.0,500,-153,True
r1596,43293,-,43093,+,0,,,255,,0,1,1,43105.0,12.0,24.0,500,-262,True
r1597,35690,-,35456,+,-9,,,255,,7,1,1,35501.0,45.0,90.0,500,-295,True
r1598,31391,+,31622,-,-14,,,255,,12,1,1,31556.0,66.0,132.0,500,316,True
r1599,26514,-,26284,+,-1,,,255,,1,1,1,26341.0,57.0,114.0,500,-307,True
r1600,4043,-,4043,+,-4,,,255,,2,1,1,4197.0,154.0,308.0,500,-172,True
r1601,15041,-,14833,+,-8,,,255,,1,1,1,14881.0,48.0,96.0,500,-298,True
r1602,35601,-,35369,+,-5,,,255,,2,1,1,35418.0,49.0,98.0,500,-299,True
r1603,46484,-,46342,+,-10,,,255,,5,1,1,46369.0,27.0,54.0,500,-277,True
r1604,37986,-,37827,+,-5,,,255,,2,1,1,37854.0,27.0,54.0,500,-277,True
r1605,4170,-,3996,+,-1,,,255,,1,1,1,4049.0,53.0,106.0,500,-303,True
r1606,44900,+,45093,-,-3,,,255,,2,1,1,45062.0,31.0,62.0,500,281,True
r1607,47898,-,47898,+,-1,,,255,,1,1,1,48075.0,177.0,354.0,500,-241,True
r1608,15075,-,15014,+,-17,,,255,,4,1,1,15009.0,5.0,10.0,500,-245,True
r1609,48193,-,48062,+,0,,,255,,0,1,1,48047.0,15.0,30.0,500,-235,True
r1610,44030,-,43867,+,-11,,,255,,7,1,1,43860.0,7.0,14.0,500,-243,True
r1611,14481,+,14606,-,-22,,,255,,6,1,1,14585.0,21.0,42.0,500,271,True
r1612,46421,+,46493,-,-1,,,255,,1,1,1,46523.0,30.0,60.0,500,220,True
r1613,19036,+,19217,-,-14,,,255,,3,1,1,19241.0,24.0,48.0,500,226,True
r1614,46982,+,46982,-,-3,,,255,,1,1,1,46943.0,39.0,78.0,500,289,True
r1615,3814,-,3711,+,0,,,255,,0,1,1,3672.0,39.0,78.0,500,-211,True
r1616,30355,-,30183,+,0,,,255,,0,1,1,30147.0,36.0,72.0,500,-214,True
r1617,2508,+,2686,-,-3,,,255,,2,1,1,2684.0,2.0,4.0,500,252,True
r1618,1730,-,1711,+,-11,,,255,,8,1,1,1689.0,22.0,44.0,500,-228,True
r1619,24528,+,24639,-,0,,,255,,0,1,1,24696.0,57.0,114.0,500,193,True
r1620,3717,+,3865,-,-1,,,255,,1,1,1,3923.0,58.0,116.0,500,192,True
r1621,34040,-,34009,+,-2,,,255,,2,1,1,34058.0,49.0,98.0,500,-299,True
r1622,44784,-,44698,+,-2,,,255,,2,1,1,44638.0,60.0,120.0,500,-190,True
r1623,38551,+,38732,-,0,,,255,,0,1,1,38689.0,43.0,86.0,500,293,True
r1624,40852,+,41067,-,0,,,255,,0,1,1,41048.0,19.0,38.0,500,269,True
r1625,43856,-,43686,+,-5,,,255,,1,1,1,43673.0,13.0,26.0,500,-237,True
r1626,3954,-,3726,+,-1,,,255,,1,1,1,3800.0,74.0,148.0,500,-324,True
r1627,45473,-,45288,+,-12,,,255,,3,1,1,45316.0,28.0,56.0,500,-278,True
r1628,861,-,666,+,0,,,255,,0,1,1,661.0,5.0,10.0,500,-245,True
r1629,18993,-,18880,+,-25,,,255,,8,1,1,18881.0,1.0,2.0,500,-251,True
r1630,11713,-,11462,+,-4,,,255,,1,1,1,11504.0,42.0,84.0,500,-292,True
r1631,18305,+,18519,-,0,,,255,,0,1,1,18470.0,49.0,98.0,500,299,True
r1632,37959,+,38113,-,0,,,255,,0,1,1,38112.0,1.0,2.0,500,251,True
r1633,40336,+,40487,-,-7,,,255,,5,1,1,40501.0,14.0,28.0,500,236,True
r1634,7457,-,7257,+,-3,,,255,,2,1,1,7316.0,59.0,118.0,500,-309,True
r1635,19091,-,18870,+,-1,,,255,,1,1,1,18896.0,26.0,52.0,500,-276,True
r1636,46805,+,46997,-,-8,,,255,,5,1,1,46952.0,45.0,90.0,500,295,True
r1637,13056,+,13225,-,-20,,,255,,5,1,1,13214.0,11.0,22.0,500,261,True
r1638,36809,-,36671,+,0,,,255,,0,1,1,36631.0,40.0,80.0,500,-210,True
r1639,20426,+,20492,-,-15,,,255,,4,1,1,20484.0,8.0,16.0,500,258,True
r1640,44005,-,43912,+,-3,,,255,,2,1,1,43862.0,50.0,100.0,500,-200,True
r1641,46650,+,46735,-,-14,,,255,,10,1,1,46776.0,41.0,82.0,500,209,True
r1642,34251,+,34482,-,-14,,,255,,5,1,1,34445.0,37.0,74.0,500,287,True
r1643,32538,+,32641,-,-6,,,255,,3,1,1,32686.0,45.0,90.0,500,205,True
r1644,17398,+,17398,-,0,,,255,,0,1,1,17470.0,72.0,144.0,500,178,True
r1645,15010,-,14978,+,-9,,,255,,2,1,1,14986.0,8.0,16.0,500,-258,True
r1646,21838,+,22077,-,0,,,255,,0,1,1,22030.0,47.0,94.0,500,297,True
r1648,14396,-,14349,+,-5,,,255,,2,1,1,14284.0,65.0,130.0,500,-185,True
r1649,25199,-,25163,+,-8,,,255,,4,1,1,25158.0,5.0,10.0,500,-245,True
r1650,40132,-,39965,+,0,,,255,,0,1,1,39962.0,3.0,6.0,500,-247,True
r1651,18531,+,18656,-,-1,,,255,,1,1,1,18679.0,23.0,46.0,500,227,True
r1652,21349,+,21542,-,-2,,,255,,2,1,1,21533.0,9.0,18.0,500,259,True
r1653,38980,-,38980,+,-9,,,255,,2,1,1,39149.0,169.0,338.0,500,-292,True
r1654,39542,-,39316,+,-4,,,255,,1,1,1,39399.0,83.0,166.0,500,-333,True
r1655,12138,-,11960,+,-7,,,255,,5,1,1,11983.0,23.0,46.0,500,-273,True
r1656,44189,-,44012,+,-1,,,255,,1,1,1,44001.0,11.0,22.0,500,-239,True
r1657,15533,-,15391,+,0,,,255,,0,1,1,15357.0,34.0,68.0,500,-216,True
r1658,3272,-,3151,+,-5,,,255,,2,1,1,3121.0,30.0,60.0,500,-220,True
r1659,39146,-,38939,+,-4,,,255,,2,1,1,39015.0,76.0,152.0,500,-326,True
r1660,1592,-,1454,+,-1,,,255,,1,1,1,1490.0,36.0,72.0,500,-286,True
r1661,2962,-,2874,+,0,,,255,,0,1,1,2806.0,68.0,136.0,500,-182,True
r1662,25972,-,25845,+,-8,,,255,,7,1,1,25807.0,38.0,76.0,500,-212,True
r1663,6523,+,6674,-,-2,,,255,,2,1,1,6696.0,22.0,44.0,500,228,True
r1665,20108,+,20371,-,-1,,,255,,1,1,1,20283.0,88.0,176.0,500,338,True
r1666,5340,-,5165,+,-2,,,255,,1,1,1,5185.0,20.0,40.0,500,-270,True
r1667,44399,-,44131,+,-7,,,255,,5,1,1,44212.0,81.0,162.0,500,-331,True
r1668,4856,-,4670,+,0,,,255,,0,1,1,4685.0,15.0,30.0,500,-265,True
r1669,29871,+,30059,-,0,,,255,,0,1,1,30023.0,36.0,72.0,500,286,True
r1671,47121,-,46971,+,0,,,255,,0,1,1,46916.0,55.0,110.0,500,-195,True
r1672,43544,-,43478,+,-7,,,255,,2,1,1,43403.0,75.0,150.0,500,-175,True
r1673,5974,-,5864,+,-3,,,255,,2,1,1,5869.0,5.0,10.0,500,-255,True
r1675,33868,+,33955,-,0,,,255,,0,1,1,33921.0,34.0,68.0,500,284,True
r1676,21024,+,21229,-,-23,,,255,,5,1,1,21178.0,51.0,102.0,500,301,True
r1677,20079,+,20130,-,0,,,255,,0,1,1,20183.0,53.0,106.0,500,197,True
r1678,39671,-,39501,+,-1,,,255,,1,1,1,39489.0,12.0,24.0,500,-238,True
r1680,29617,+,29748,-,0,,,255,,0,1,1,29770.0,22.0,44.0,500,228,True
r1681,27882,-,27807,+,-1,,,255,,1,1,1,27861.0,54.0,108.0,500,-304,True
r1683,30034,+,30263,-,-3,,,255,,2,1,1,30180.0,83.0,166.0,500,333,True
r1684,42678,-,42536,+,-23,,,255,,8,1,1,42555.0,19.0,38.0,500,-269,True
r1685,30135,+,30299,-,-1,,,255,,1,1,1,30306.0,7.0,14.0,500,243,True
r1686,15880,-,15755,+,-2,,,255,,1,1,1,15680.0,75.0,150.0,500,-175,True
r1687,7237,-,7237,+,-72,,,255,,22,1,1,7324.0,87.0,174.0,500,-266,True
r1688,33931,-,33794,+,-4,,,255,,4,1,1,33772.0,22.0,44.0,500,-228,True
r1689,4913,+,4980,-,0,,,255,,0,1,1,5022.0,42.0,84.0,500,208,True
r1691,36418,-,36263,+,-14,,,255,,7,1,1,36226.0,37.0,74.0,500,-213,True
r1692,10313,+,10334,-,0,,,255,,0,1,1,10302.0,32.0,64.0,500,282,True
r1693,33389,+,33576,-,-3,,,255,,1,1,1,33518.0,58.0,116.0,500,308,True
r1694,16106,-,15874,+,-4,,,255,,4,1,1,15923.0,49.0,98.0,500,-299,True
r1695,10155,+,10388,-,-12,,,255,,5,1,1,10351.0,37.0,74.0,500,287,True
r1696,41312,-,41157,+,-2,,,255,,1,1,1,41197.0,40.0,80.0,500,-290,True
r1697,20612,-,20381,+,0,,,255,,0,1,1,20405.0,24.0,48.0,500,-274,True
r1698,20592,+,20765,-,-12,,,255,,3,1,1,20718.0,47.0,94.0,500,297,True
r1699,22336,+,22530,-,-22,,,255,,4,1,1,22492.0,38.0,76.0,500,288,True
r1700,17538,-,17398,+,-5,,,255,,1,1,1,17376.0,22.0,44.0,500,-228,True
r1701,21318,+,21486,-,0,,,255,,0,1,1,21522.0,36.0,72.0,500,214,True
r1702,20907,-,20745,+,-2,,,255,,2,1,1,20724.0,21.0,42.0,500,-229,True
r1703,46092,+,46287,-,-1,,,255,,1,1,1,46262.0,25.0,50.0,500,275,True
r1704,44203,-,44075,+,-13,,,255,,2,1,1,44106.0,31.0,62.0,500,-281,True
r1705,21311,-,21108,+,-6,,,255,,5,1,1,21154.0,46.0,92.0,500,-296,True
r1707,1680,+,1812,-,-1,,,255,,1,1,1,1836.0,24.0,48.0,500,226,True
r1708,2426,+,2567,-,-6,,,255,,3,1,1,2506.0,61.0,122.0,500,311,True
r1710,38053,+,38085,-,-1,,,255,,1,1,1,38131.0,46.0,92.0,500,204,True
r1711,8992,-,8795,+,0,,,255,,0,1,1,8807.0,12.0,24.0,500,-262,True
r1712,8508,-,8304,+,0,,,255,,0,1,1,8321.0,17.0,34.0,500,-267,True
r1713,9374,-,9182,+,0,,,255,,0,1,1,9169.0,13.0,26.0,500,-237,True
r1714,45932,+,46157,-,-6,,,255,,4,1,1,46097.0,60.0,120.0,500,310,True
r1715,12728,-,12599,+,-1,,,255,,1,1,1,12532.0,67.0,134.0,500,-183,True
r1716,13302,-,13245,+,-14,,,255,,5,1,1,13229.0,16.0,32.0,500,-234,True
r1717,35046,-,35046,+,-7,,,255,,4,1,1,35206.0,160.0,320.0,500,-195,True
r1719,3915,-,3745,+,-5,,,255,,1,1,1,3716.0,29.0,58.0,500,-221,True
r1720,44466,-,44299,+,0,,,255,,0,1,1,44304.0,5.0,10.0,500,-255,True
r1721,1238,-,1238,+,-11,,,255,,7,1,1,1406.0,168.0,336.0,500,-157,True
r1722,47235,+,47430,-,-8,,,255,,6,1,1,47423.0,7.0,14.0,500,257,True
r1723,33987,-,33871,+,-3,,,255,,3,1,1,33880.0,9.0,18.0,500,-259,True
r1724,16199,+,16386,-,-9,,,255,,5,1,1,16348.0,38.0,76.0,500,288,True
r1725,40834,-,40554,+,-2,,,255,,2,1,1,40634.0,80.0,160.0,500,-330,True
r1726,16716,+,16906,-,0,,,255,,0,1,1,16891.0,15.0,30.0,500,265,True
r1727,14669,+,14671,-,0,,,255,,0,1,1,14724.0,53.0,106.0,500,197,True
r1728,41893,-,41726,+,-2,,,255,,2,1,1,41747.0,21.0,42.0,500,-271,True
r1729,29152,+,29352,-,-6,,,255,,3,1,1,29317.0,35.0,70.0,500,285,True
r1730,23184,+,23184,-,-30,,,255,,10,1,1,23215.0,31.0,62.0,500,219,True
r1731,8669,-,8528,+,-2,,,255,,1,1,1,8542.0,14.0,28.0,500,-264,True
r1732,18050,-,17917,+,-1,,,255,,1,1,1,17910.0,7.0,14.0,500,-243,True
r1733,8287,-,8022,+,-2,,,255,,2,1,1,8099.0,77.0,154.0,500,-327,True
r1735,14741,+,14859,-,-20,,,255,,6,1,1,14883.0,24.0,48.0,500,226,True
r1736,44361,-,44223,+,0,,,255,,0,1,1,44189.0,34.0,68.0,500,-216,True
r1737,43829,+,44063,-,-28,,,255,,9,1,1,44020.0,43.0,86.0,500,293,True
r1738,20163,+,20331,-,-2,,,255,,1,1,1,20289.0,42.0,84.0,500,292,True
r1740,24654,+,24779,-,-4,,,255,,3,1,1,24773.0,6.0,12.0,500,256,True
r1741,33140,-,33003,+,-14,,,255,,5,1,1,33037.0,34.0,68.0,500,-284,True
r1742,14459,+,14519,-,-22,,,255,,7,1,1,14550.0,31.0,62.0,500,219,True
r1743,28478,+,28670,-,-5,,,255,,1,1,1,28661.0,9.0,18.0,500,259,True
r1744,13798,+,14021,-,-4,,,255,,1,1,1,13993.0,28.0,56.0,500,278,True
r1745,43728,+,43937,-,-1,,,255,,1,1,1,43938.0,1.0,2.0,500,249,True
r1746,16093,+,16186,-,0,,,255,,0,1,1,16228.0,42.0,84.0,500,208,True
r1747,15660,-,15449,+,-4,,,255,,1,1,1,15479.0,30.0,60.0,500,-280,True
r1748,29703,-,29462,+,-1,,,255,,1,1,1,29499.0,37.0,74.0,500,-287,True
r1749,38970,-,38813,+,-16,,,255,,8,1,1,38833.0,20.0,40.0,500,-270,True
r1750,27460,+,27493,-,-16,,,255,,3,1,1,27507.0,14.0,28.0,500,236,True
r1751,29230,-,29209,+,-4,,,255,,4,1,1,29194.0,15.0,30.0,500,-235,True
r1752,1470,+,1608,-,-10,,,255,,7,1,1,1572.0,36.0,72.0,500,286,True
r1753,4969,+,5000,-,-1,,,255,,1,1,1,5033.0,33.0,66.0,500,217,True
r1754,23579,-,23431,+,-1,,,255,,1,1,1,23429.0,2.0,4.0,500,-248,True
r1755,16222,-,15928,+,0,,,255,,0,1,1,16027.0,99.0,198.0,500,-349,True
r1756,21233,-,20986,+,-1,,,255,,1,1,1,21093.0,107.0,214.0,500,-357,True
r1757,41760,-,41537,+,0,,,255,,0,1,1,41577.0,40.0,80.0,500,-290,True
r1758,19535,-,19303,+,-1,,,255,,1,1,1,19327.0,24.0,48.0,500,-274,True
r1759,2590,-,2543,+,-18,,,255,,6,1,1,2606.0,63.0,126.0,500,-313,True
r1760,41335,-,41283,+,-10,,,255,,3,1,1,41241.0,42.0,84.0,500,-208,True
r1761,43779,+,43891,-,-5,,,255,,4,1,1,43912.0,21.0,42.0,500,229,True
r1763,13499,-,13366,+,-1,,,255,,1,1,1,13370.0,4.0,8.0,500,-254,True
r1764,21546,+,21703,-,-19,,,255,,8,1,1,21715.0,12.0,24.0,500,238,True
r1765,1638,-,1513,+,-2,,,255,,1,1,1,1507.0,6.0,12.0,500,-244,True
r1766,18781,+,18939,-,-4,,,255,,4,1,1,18959.0,20.0,40.0,500,230,True
r1767,9418,-,9217,+,-15,,,255,,13,1,1,9253.0,36.0,72.0,500,-286,True
r1768,20435,+,20566,-,0,,,255,,0,1,1,20555.0,11.0,22.0,500,261,True
r1769,40638,-,40543,+,-11,,,255,,4,1,1,40541.0,2.0,4.0,500,-248,True
r1770,28480,+,28650,-,0,,,255,,0,1,1,28616.0,34.0,68.0,500,284,True
r1771,30180,+,30383,-,-5,,,255,,1,1,1,30354.0,29.0,58.0,500,279,True
r1772,32917,-,32712,+,-5,,,255,,2,1,1,32732.0,20.0,40.0,500,-270,True
r1773,25121,-,25024,+,-8,,,255,,1,1,1,24978.0,46.0,92.0,500,-204,True
r1774,25696,+,25748,-,0,,,255,,0,1,1,25820.0,72.0,144.0,500,178,True
r1776,19484,-,19279,+,0,,,255,,0,1,1,19290.0,11.0,22.0,500,-261,True
r1777,16858,-,16668,+,-1,,,255,,1,1,1,16689.0,21.0,42.0,500,-271,True
r1778,11824,-,11637,+,-4,,,255,,1,1,1,11656.0,19.0,38.0,500,-269,True
r1779,37756,-,37644,+,-5,,,255,,2,1,1,37589.0,55.0,110.0,500,-195,True
r1780,19140,+,19477,-,0,,,255,,0,1,1,19345.0,132.0,264.0,500,382,True
r1781,18179,+,18364,-,-1,,,255,,1,1,1,18353.0,11.0,22.0,500,261,True
r1782,30705,+,30932,-,0,,,255,,0,1,1,30904.0,28.0,56.0,500,278,True
r1783,33388,-,33359,+,-2,,,255,,2,1,1,33318.0,41.0,82.0,500,-209,True
r1784,30544,-,30331,+,-25,,,255,,8,1,1,30370.0,39.0,78.0,500,-289,True
r1785,34247,+,34247,-,-16,,,255,,11,1,1,34254.0,7.0,14.0,500,243,True
r1786,43230,-,43041,+,-3,,,255,,1,1,1,43033.0,8.0,16.0,500,-242,True
r1787,28409,-,28269,+,-3,,,255,,3,1,1,28259.0,10.0,20.0,500,-240,True
r1788,18523,+,18760,-,0,,,255,,0,1,1,18709.0,51.0,102.0,500,301,True
r1789,965,-,817,+,-9,,,255,,7,1,1,861.0,44.0,88.0,500,-294,True
r1790,4216,-,3969,+,-2,,,255,,2,1,1,4035.0,66.0,132.0,500,-316,True
r1791,28757,-,28523,+,-1,,,255,,1,1,1,28558.0,35.0,70.0,500,-285,True
r1792,10614,-,10426,+,0,,,255,,0,1,1,10447.0,21.0,42.0,500,-271,True
r1793,30232,+,30378,-,0,,,255,,0,1,1,30275.0,103.0,206.0,500,353,True
r1794,45198,+,45424,-,-20,,,255,,5,1,1,45383.0,41.0,82.0,500,291,True
r1795,43577,+,43673,-,0,,,255,,0,1,1,43739.0,66.0,132.0,500,184,True
r1796,36102,-,35910,+,-2,,,255,,1,1,1,35894.0,16.0,32.0,500,-234,True
r1798,25588,-,25472,+,-1,,,255,,1,1,1,25413.0,59.0,118.0,500,-191,True
r1799,33734,-,33636,+,-6,,,255,,3,1,1,33655.0,19.0,38.0,500,-269,True
r1800,15308,+,15473,-,0,,,255,,0,1,1,15503.0,30.0,60.0,500,220,True
r1801,42135,+,42280,-,-2,,,255,,1,1,1,42332.0,52.0,104.0,500,198,True
r1802,39913,-,39708,+,-6,,,255,,2,1,1,39721.0,13.0,26.0,500,-263,True
r1803,4592,-,4411,+,-2,,,255,,1,1,1,4437.0,26.0,52.0,500,-276,True
r1805,24932,-,24840,+,-5,,,255,,4,1,1,24786.0,54.0,108.0,500,-196,True
r1806,3042,+,3230,-,-7,,,255,,4,1,1,3239.0,9.0,18.0,500,241,True
r1807,32376,-,32166,+,-5,,,255,,2,1,1,32175.0,9.0,18.0,500,-259,True
r1808,12502,-,12310,+,-14,,,255,,5,1,1,12336.0,26.0,52.0,500,-276,True
r1809,27810,+,28046,-,0,,,255,,0,1,1,28002.0,44.0,88.0,500,294,True
r1810,41624,-,41432,+,-13,,,255,,4,1,1,41459.0,27.0,54.0,500,-277,True
r1811,15037,+,15246,-,-8,,,255,,1,1,1,15222.0,24.0,48.0,500,274,True
